node,gene,log2FC,pVal,FDR
53,Clnk,8.604003590459877,0.0,2.3870906139597062e-6
53,Pf4,7.095203167148433,0.0,2.3870906139597062e-6
53,Anxa3,2.7365121458666914,0.0,2.3870906139597062e-6
53,Mfsd7a,8.116737763625853,0.0,2.3870906139597062e-6
53,Cryba4,6.277892555440435,0.0,2.3870906139597062e-6
53,Crybb1,5.855110179006303,0.0,2.3870906139597062e-6
53,Flt3,6.537662105981612,0.0,2.3870906139597062e-6
53,Alox5ap,5.101079350959955,0.0,2.3870906139597062e-6
53,Irf5,4.873881239729689,0.0,2.3870906139597062e-6
53,Tbxas1,6.093530372464526,0.0,2.3870906139597062e-6
53,Gimap3,8.701700264347009,0.0,2.3870906139597062e-6
53,Hpgds,4.155731895241715,0.0,2.3870906139597062e-6
53,Capg,4.415099346545756,0.0,2.3870906139597062e-6
53,Gm38843,7.871625265789319,0.0,2.3870906139597062e-6
53,C3ar1,6.56060794511241,0.0,2.3870906139597062e-6
53,Clec4a1,5.569249968323359,0.0,2.3870906139597062e-6
53,Clec4a3,4.554858876017738,0.0,2.3870906139597062e-6
53,Clec4a2,6.8272311464308695,0.0,2.3870906139597062e-6
53,Clec4d,5.1973873128485595,0.0,2.3870906139597062e-6
53,Clec4e,6.864930613215314,0.0,2.3870906139597062e-6
53,Klrb1a,Infinity,0.0,2.3870906139597062e-6
53,Klrb1,Infinity,0.0,2.3870906139597062e-6
53,Klrb1c,Infinity,0.0,2.3870906139597062e-6
53,Klrb1b,Infinity,0.0,2.3870906139597062e-6
53,Clec2e,Infinity,0.0,2.3870906139597062e-6
53,4922502D21Rik,Infinity,0.0,2.3870906139597062e-6
53,Klre1,Infinity,0.0,2.3870906139597062e-6
53,Klrd1,Infinity,0.0,2.3870906139597062e-6
53,Klrk1,9.456587766510479,0.0,2.3870906139597062e-6
53,Klrc2,Infinity,0.0,2.3870906139597062e-6
53,Klrc1,Infinity,0.0,2.3870906139597062e-6
53,Ncr1,Infinity,0.0,2.3870906139597062e-6
53,C5ar1,7.181693205466623,0.0,2.3870906139597062e-6
53,Tyrobp,6.589286882919994,0.0,2.3870906139597062e-6
53,Cd33,5.6853984520179095,0.0,2.3870906139597062e-6
53,Klk1b27,Infinity,0.0,2.3870906139597062e-6
53,Klk1,Infinity,0.0,2.3870906139597062e-6
53,P2ry6,4.834564113963987,0.0,2.3870906139597062e-6
53,Folr2,6.073669041733966,0.0,2.3870906139597062e-6
53,Hbb-y,Infinity,0.0,2.3870906139597062e-6
53,Gm4070,7.801235937897923,0.0,2.3870906139597062e-6
53,Igsf6,4.671952920952956,0.0,2.3870906139597062e-6
54,Slc40a1,4.026405836304668,0.0,2.3870906139597062e-6
54,Slc11a1,4.699812595748742,0.0,2.3870906139597062e-6
54,Tnfrsf11a,5.01665540147632,0.0,2.3870906139597062e-6
54,Serpinb8,6.079955304581397,0.0,2.3870906139597062e-6
54,Tmem37,5.204917828873838,0.0,2.3870906139597062e-6
54,Rab7b,5.167828060606732,0.0,2.3870906139597062e-6
54,Cfh,3.5348992056238395,0.0,2.3870906139597062e-6
54,Ptgs2os2,Infinity,0.0,2.3870906139597062e-6
54,Npl,5.531890241736824,0.0,2.3870906139597062e-6
54,Fcgr2b,4.961124713914075,0.0,2.3870906139597062e-6
54,Fcgr3,6.337627687400008,0.0,2.3870906139597062e-6
54,Fcer1g,6.352541852828125,0.0,2.3870906139597062e-6
54,Slamf8,6.41253064366827,0.0,2.3870906139597062e-6
54,Ifi207,7.276647215586498,0.0,2.3870906139597062e-6
54,Ifi204,5.647894213050934,0.0,2.3870906139597062e-6
54,Atf3,2.9481476234180697,0.0,2.3870906139597062e-6
54,Gm37168,7.582455645110583,0.0,2.3870906139597062e-6
54,Mrc1,7.133896524328597,0.0,2.3870906139597062e-6
54,Fcna,7.531829572040614,0.0,2.3870906139597062e-6
54,Spi1,6.326972601478554,0.0,2.3870906139597062e-6
54,Il1a,8.378922251025449,0.0,2.3870906139597062e-6
54,Il1b,8.146053049944994,0.0,2.3870906139597062e-6
54,Cybb,3.840090063201785,0.0,2.3870906139597062e-6
54,Gpr34,5.507493587429362,0.0,2.3870906139597062e-6
54,F9,Infinity,0.0,2.3870906139597062e-6
54,Vsig4,Infinity,0.0,2.3870906139597062e-6
54,Gm6377,9.31942123927679,0.0,2.3870906139597062e-6
54,Tlr7,5.5933166377423476,0.0,2.3870906139597062e-6
54,P2ry13,5.1629167535967975,0.0,2.3870906139597062e-6
54,P2ry12,5.440076970553933,0.0,2.3870906139597062e-6
54,Tlr2,6.735711621865713,0.0,2.3870906139597062e-6
54,Fcrls,6.692536220474177,0.0,2.3870906139597062e-6
54,Ctss,6.112263331635501,0.0,2.3870906139597062e-6
54,Fcgr1,7.673704707476535,0.0,2.3870906139597062e-6
54,Cd53,3.8468096897657613,0.0,2.3870906139597062e-6
54,Lyn,4.44489272308405,0.0,2.3870906139597062e-6
54,Tlr4,5.651718307547693,0.0,2.3870906139597062e-6
54,Ptafr,7.1418830537246,0.0,2.3870906139597062e-6
54,C1qb,7.0286299843816495,0.0,2.3870906139597062e-6
54,C1qc,6.819783049114768,0.0,2.3870906139597062e-6
54,C1qa,6.849074118459334,0.0,2.3870906139597062e-6
54,Slc2a5,5.702749878828294,0.0,2.3870906139597062e-6
54,Tmem52,6.997493144389426,0.0,2.3870906139597062e-6
54,Pf4,7.975958547912006,0.0,2.3870906139597062e-6
54,Cxcl2,5.662339277601602,0.0,2.3870906139597062e-6
54,Anxa3,3.3346353832777114,0.0,2.3870906139597062e-6
54,Cryba4,7.158647936204007,0.0,2.3870906139597062e-6
54,Crybb1,6.735865559769875,0.0,2.3870906139597062e-6
54,Ccl24,5.190574477261329,0.0,2.3870906139597062e-6
54,Alox5ap,4.393658098226872,0.0,2.3870906139597062e-6
54,Irf5,4.685215219535783,0.0,2.3870906139597062e-6
54,Tbxas1,6.777527460447517,0.0,2.3870906139597062e-6
54,Clec5a,5.675565049502062,0.0,2.3870906139597062e-6
54,Hpgds,4.839371589560995,0.0,2.3870906139597062e-6
54,Gm38843,8.75238064655289,0.0,2.3870906139597062e-6
54,C3ar1,7.441363325875981,0.0,2.3870906139597062e-6
54,Clec4a1,6.450005349086933,0.0,2.3870906139597062e-6
54,Clec4a3,5.43561425678131,0.0,2.3870906139597062e-6
54,Clec4a2,7.707986527194442,0.0,2.3870906139597062e-6
54,Clec4n,2.904383739997945,0.0,2.3870906139597062e-6
54,Cd163,6.845490050944378,0.0,2.3870906139597062e-6
54,4922502D21Rik,Infinity,0.0,2.3870906139597062e-6
54,Lilra5,6.582455645110582,0.0,2.3870906139597062e-6
54,C5ar1,8.062448586230195,0.0,2.3870906139597062e-6
54,Tyrobp,6.225679294808693,0.0,2.3870906139597062e-6
54,P2ry6,5.569738002115846,0.0,2.3870906139597062e-6
54,Gm35363,8.582455645110583,0.0,2.3870906139597062e-6
54,Folr2,6.95442442249754,0.0,2.3870906139597062e-6
54,Trim30c,6.734458738555634,0.0,2.3870906139597062e-6
54,Lyve1,3.903176632098023,0.0,2.3870906139597062e-6
54,Igsf6,5.552708301716528,0.0,2.3870906139597062e-6
54,Itgam,4.714559181117929,0.0,2.3870906139597062e-6
54,Gna15,5.257906850064083,0.0,2.3870906139597062e-6
54,Lyz2,5.9712113801147275,0.0,2.3870906139597062e-6
54,Gm26714,6.489346240719097,0.0,2.3870906139597062e-6
54,Msr1,8.441593109270732,0.0,2.3870906139597062e-6
54,Lrrc25,5.872797396940111,0.0,2.3870906139597062e-6
54,Gm30329,Infinity,0.0,2.3870906139597062e-6
54,Gm45472,Infinity,0.0,2.3870906139597062e-6
54,1810011H11Rik,6.531829572040616,0.0,2.3870906139597062e-6
54,Rnase4,3.591237807126115,0.0,2.3870906139597062e-6
54,Phf11b,5.745185145148691,0.0,2.3870906139597062e-6
54,Casp1,5.071493725833198,0.0,2.3870906139597062e-6
54,BC049352,5.538734267681264,0.0,2.3870906139597062e-6
54,Bcl2a1d,6.380821783940931,0.0,2.3870906139597062e-6
54,Bcl2a1b,6.8535747810760625,0.0,2.3870906139597062e-6
54,Cx3cr1,4.593904609275645,0.0,2.3870906139597062e-6
54,Ccr1,7.661890112604986,0.0,2.3870906139597062e-6
54,Plek,5.988749511317448,0.0,2.3870906139597062e-6
54,Ltc4s,7.684335259129796,0.0,2.3870906139597062e-6
54,Nlrp3,7.660076542233055,0.0,2.3870906139597062e-6
54,Cd68,4.83041920715488,0.0,2.3870906139597062e-6
54,Asgr2,9.904383739997945,0.0,2.3870906139597062e-6
54,Evi2a,4.400173437148288,0.0,2.3870906139597062e-6
54,Adap2,4.618981521135694,0.0,2.3870906139597062e-6
54,Ccl2,4.5783661470180546,0.0,2.3870906139597062e-6
54,Ccl7,6.405228392947058,0.0,2.3870906139597062e-6
54,Ccl12,7.338148447345693,0.0,2.3870906139597062e-6
54,Slfn1,5.874636396603891,0.0,2.3870906139597062e-6
54,Ccl9,6.515192418205906,0.0,2.3870906139597062e-6
55,Tmem37,5.155665361146776,0.0,2.3870906139597062e-6
55,Rab7b,5.700630794413967,0.0,2.3870906139597062e-6
55,Cfh,3.752761797916762,0.0,2.3870906139597062e-6
55,Npl,4.985059459478793,0.0,2.3870906139597062e-6
55,Fcgr3,6.04575230979698,0.0,2.3870906139597062e-6
55,Fcer1g,5.992852207725609,0.0,2.3870906139597062e-6
55,Slamf8,7.1932711118167845,0.0,2.3870906139597062e-6
55,Gm37168,8.363196113259097,0.0,2.3870906139597062e-6
55,Spi1,6.304570378166761,0.0,2.3870906139597062e-6
55,Il1a,8.585588534595542,0.0,2.3870906139597062e-6
55,Il1b,8.755589951993853,0.0,2.3870906139597062e-6
55,Cybb,3.5679140235020688,0.0,2.3870906139597062e-6
55,Gpr34,6.288234055577877,0.0,2.3870906139597062e-6
55,F9,Infinity,0.0,2.3870906139597062e-6
55,F630028O10Rik,6.984684490005367,0.0,2.3870906139597062e-6
55,Vsig4,Infinity,0.0,2.3870906139597062e-6
55,Gm6377,8.974630825341444,0.0,2.3870906139597062e-6
55,P2ry13,5.943657221745313,0.0,2.3870906139597062e-6
55,P2ry12,6.10495130883,0.0,2.3870906139597062e-6
55,Fcrls,6.915491442726238,0.0,2.3870906139597062e-6
55,Ctss,6.588908892887156,0.0,2.3870906139597062e-6
55,Fcgr1,7.413319592684931,0.0,2.3870906139597062e-6
55,Cd53,3.945223077505924,0.0,2.3870906139597062e-6
55,Tlr4,5.619035017688686,0.0,2.3870906139597062e-6
55,C1qb,6.931079021521353,0.0,2.3870906139597062e-6
55,C1qc,6.679535113700115,0.0,2.3870906139597062e-6
55,C1qa,6.77759979916055,0.0,2.3870906139597062e-6
55,Slc2a5,6.483490346976809,0.0,2.3870906139597062e-6
55,Tmem52,7.77823361253794,0.0,2.3870906139597062e-6
55,Tlr1,7.041268018371736,0.0,2.3870906139597062e-6
55,Gm26756,7.555841191201488,0.0,2.3870906139597062e-6
55,Anxa3,3.4538819706510755,0.0,2.3870906139597062e-6
55,Cryba4,7.939388404352521,0.0,2.3870906139597062e-6
55,Crybb1,7.3359746445240726,0.0,2.3870906139597062e-6
55,Tmem119,3.2675730394842963,0.0,2.3870906139597062e-6
55,Oas1g,6.903764494621799,0.0,2.3870906139597062e-6
55,Irf5,5.077121466027235,0.0,2.3870906139597062e-6
55,Tbxas1,7.558267928596031,0.0,2.3870906139597062e-6
55,Clec5a,6.456305517650576,0.0,2.3870906139597062e-6
55,Tnip3,7.2928067853676986,0.0,2.3870906139597062e-6
55,Gm38843,8.140803691922647,0.0,2.3870906139597062e-6
55,Cd207,6.82162620805132,0.0,2.3870906139597062e-6
55,C3ar1,7.001558308569763,0.0,2.3870906139597062e-6
55,Clec4a2,7.725766192643805,0.0,2.3870906139597062e-6
55,Clec4e,8.3135653455345,0.0,2.3870906139597062e-6
55,4922502D21Rik,Infinity,0.0,2.3870906139597062e-6
55,Lilra5,7.363196113259097,0.0,2.3870906139597062e-6
55,Apoc1,6.464767096398775,0.0,2.3870906139597062e-6
55,Tyrobp,6.150770125441946,0.0,2.3870906139597062e-6
55,P2ry6,5.848723131063836,0.0,2.3870906139597062e-6
55,Gm35363,9.363196113259097,0.0,2.3870906139597062e-6
55,1600010M07Rik,6.456305517650575,0.0,2.3870906139597062e-6
55,Igsf6,5.832681396560315,0.0,2.3870906139597062e-6
55,Itgam,4.0594153650819935,0.0,2.3870906139597062e-6
55,Adgb,6.640730088788005,0.0,2.3870906139597062e-6
55,Gna15,6.038647318212599,0.0,2.3870906139597062e-6
55,Lyz2,6.492823933087142,0.0,2.3870906139597062e-6
55,Gm30329,Infinity,0.0,2.3870906139597062e-6
55,Gm45472,Infinity,0.0,2.3870906139597062e-6
55,Lpcat2,4.9827940834790825,0.0,2.3870906139597062e-6
55,1810011H11Rik,7.312570040189129,0.0,2.3870906139597062e-6
55,Rnase4,3.3906310918502074,0.0,2.3870906139597062e-6
55,Casp1,5.8522341939817135,0.0,2.3870906139597062e-6
55,Bcl2a1d,7.161562252089445,0.0,2.3870906139597062e-6
55,Bcl2a1b,7.531318872067423,0.0,2.3870906139597062e-6
55,Cx3cr1,5.14596539703843,0.0,2.3870906139597062e-6
55,Ccr1,8.442630580753502,0.0,2.3870906139597062e-6
55,Plek,5.900537709467879,0.0,2.3870906139597062e-6
55,Timd4,8.741707736512828,0.0,2.3870906139597062e-6
55,Ltc4s,6.662756395118004,0.0,2.3870906139597062e-6
55,Evi2a,5.0187733805846495,0.0,2.3870906139597062e-6
55,Ccl12,5.411217628122039,0.0,2.3870906139597062e-6
55,Ccl9,6.99347250727535,0.0,2.3870906139597062e-6
55,Ccl6,5.9572037535832605,0.0,2.3870906139597062e-6
55,Ccl3,7.9588314041348545,0.0,2.3870906139597062e-6
55,Ccl4,8.441651424879367,0.0,2.3870906139597062e-6
55,Tns4,7.1932711118167845,0.0,2.3870906139597062e-6
55,Cd300a,5.059009600759,0.0,2.3870906139597062e-6
55,Cd300ld,8.778233612537942,0.0,2.3870906139597062e-6
55,Cd300c2,6.2118867899841295,0.0,2.3870906139597062e-6
55,Ly86,6.975704658692762,0.0,2.3870906139597062e-6
55,Cd83,5.272568474347827,0.0,2.3870906139597062e-6
55,8030423J24Rik,Infinity,0.0,2.3870906139597062e-6
55,Gm5086,6.962658183675368,0.0,2.3870906139597062e-6
55,Cd180,6.546710179449365,0.0,2.3870906139597062e-6
55,Gm26520,6.662756395118005,0.0,2.3870906139597062e-6
55,Kcnk13,7.3472545693900795,0.0,2.3870906139597062e-6
55,Nfam1,5.106437032851791,0.0,2.3870906139597062e-6
55,Cd86,5.977924136609821,0.0,2.3870906139597062e-6
55,Cd200r1,5.712431554142195,0.0,2.3870906139597062e-6
55,Fpr1,9.585588534595546,0.0,2.3870906139597062e-6
55,Fpr2,5.9037644946218,0.0,2.3870906139597062e-6
55,Aif1,7.456601485451573,0.0,2.3870906139597062e-6
55,Trem2,7.2757332720087575,0.0,2.3870906139597062e-6
55,Adgre1,6.45356014091176,0.0,2.3870906139597062e-6
55,Cd14,8.601201724601367,0.0,2.3870906139597062e-6
55,Csf1r,6.170784248406774,0.0,2.3870906139597062e-6
55,Ms4a4a,6.778233612537941,0.0,2.3870906139597062e-6
55,Ms4a6c,4.826293728453499,0.0,2.3870906139597062e-6
55,Ms4a6d,5.7555135360378555,0.0,2.3870906139597062e-6
56,Slc40a1,4.773771214709831,0.0,2.3870906139597062e-6
56,Slc11a1,4.872594270295702,0.0,2.3870906139597062e-6
56,Tnfrsf11a,5.80937136483645,0.0,2.3870906139597062e-6
56,Serpinb8,6.112908599629414,0.0,2.3870906139597062e-6
56,Tmem37,4.972348054821543,0.0,2.3870906139597062e-6
56,Ptgs2os2,Infinity,0.0,2.3870906139597062e-6
56,Fcgr2b,6.2285432625991115,0.0,2.3870906139597062e-6
56,Fcgr3,6.102844916284718,0.0,2.3870906139597062e-6
56,Fcer1g,6.192842198911016,0.0,2.3870906139597062e-6
56,Ifi207,8.098553306652345,0.0,2.3870906139597062e-6
56,Ifi204,6.408879823414999,0.0,2.3870906139597062e-6
56,Ifi211,5.972129943846619,0.0,2.3870906139597062e-6
56,Hlx,5.169299781479812,0.0,2.3870906139597062e-6
56,Mrc1,8.363927007723115,0.0,2.3870906139597062e-6
56,Fcna,8.390442575158321,0.0,2.3870906139597062e-6
56,Spi1,5.7058611308483735,0.0,2.3870906139597062e-6
56,Gm6377,6.508837275960553,0.0,2.3870906139597062e-6
56,Fcrls,5.36967063198272,0.0,2.3870906139597062e-6
56,Ctss,4.226943842875445,0.0,2.3870906139597062e-6
56,Fcgr1,6.609923401074868,0.0,2.3870906139597062e-6
56,Ptafr,8.042519271738017,0.0,2.3870906139597062e-6
56,Themis2,6.376217830693278,0.0,2.3870906139597062e-6
56,C1qb,6.167727150341092,0.0,2.3870906139597062e-6
56,C1qc,6.150765145066569,0.0,2.3870906139597062e-6
56,C1qa,6.051268301133629,0.0,2.3870906139597062e-6
56,Gm13025,8.112908599629412,0.0,2.3870906139597062e-6
56,Pf4,8.904406053405358,0.0,2.3870906139597062e-6
56,Cxcl2,4.419878764731603,0.0,2.3870906139597062e-6
56,Mfsd7a,9.112908599629415,0.0,2.3870906139597062e-6
56,Crybb1,3.743674789963696,0.0,2.3870906139597062e-6
56,Ccl24,6.457993025946369,0.0,2.3870906139597062e-6
56,Svopl,7.52794609890826,0.0,2.3870906139597062e-6
56,Gm38843,7.112908599629409,0.0,2.3870906139597062e-6
56,C3ar1,6.808397557819463,0.0,2.3870906139597062e-6
56,Clec4a1,7.552193645154934,0.0,2.3870906139597062e-6
56,Clec4a3,6.434836694516777,0.0,2.3870906139597062e-6
56,Clec4a2,6.1129085996294155,0.0,2.3870906139597062e-6
56,Cd163,8.112908599629417,0.0,2.3870906139597062e-6
56,Pira2,8.112908599629417,0.0,2.3870906139597062e-6
56,C5ar1,8.434836694516777,0.0,2.3870906139597062e-6
56,Tyrobp,5.7326111716734545,0.0,2.3870906139597062e-6
56,Folr2,8.221842971182578,0.0,2.3870906139597062e-6
56,Trim30c,6.975405075879479,0.0,2.3870906139597062e-6
56,Gm4070,7.084339447432645,0.0,2.3870906139597062e-6
56,Lyve1,5.170595180783062,0.0,2.3870906139597062e-6
56,Itgam,5.1680501538218735,0.0,2.3870906139597062e-6
56,Lyz2,3.9233368134910043,0.0,2.3870906139597062e-6
56,Msr1,6.333298668054715,0.0,2.3870906139597062e-6
56,Lrrc25,5.472904735350297,0.0,2.3870906139597062e-6
56,Gdf15,4.492322189177534,0.0,2.3870906139597062e-6
56,Gm15601,6.790980504742053,0.0,2.3870906139597062e-6
56,Phf11b,6.122558769663133,0.0,2.3870906139597062e-6
56,BC049352,6.171802288682982,0.0,2.3870906139597062e-6
56,Colca2,5.800630674775769,0.0,2.3870906139597062e-6
56,Plek,5.603152443097434,0.0,2.3870906139597062e-6
56,Ltc4s,7.504099356953892,0.0,2.3870906139597062e-6
56,Asgr2,11.171802288682985,0.0,2.3870906139597062e-6
56,Clec10a,7.463457372456544,0.0,2.3870906139597062e-6
56,Adap2,5.077284689898693,0.0,2.3870906139597062e-6
56,Ccl2,5.66951412479083,0.0,2.3870906139597062e-6
56,Ccl7,7.504948607727792,0.0,2.3870906139597062e-6
56,Ccl12,7.914264781065575,0.0,2.3870906139597062e-6
56,Ccl8,5.9918931986680475,0.0,2.3870906139597062e-6
56,Slfn1,7.14205494528893,0.0,2.3870906139597062e-6
56,Ccl3,4.485301761499764,0.0,2.3870906139597062e-6
56,Ccl4,3.4816455438037512,0.0,2.3870906139597062e-6
56,Tns4,8.627481772459173,0.0,2.3870906139597062e-6
56,Cd300a,5.545687681295525,0.0,2.3870906139597062e-6
56,Aoah,6.890516178292965,0.0,2.3870906139597062e-6
56,F13a1,7.331050156745271,0.0,2.3870906139597062e-6
56,Ly86,4.176371610750451,0.0,2.3870906139597062e-6
56,Cdhr3,7.849874193795621,0.0,2.3870906139597062e-6
56,Ccdc152,6.527946098908261,0.0,2.3870906139597062e-6
56,Cd86,6.034323161362281,0.0,2.3870906139597062e-6
56,3300005D01Rik,7.627481772459173,0.0,2.3870906139597062e-6
56,Fgd2,5.770353854152095,0.0,2.3870906139597062e-6
56,Aif1,4.984862708706422,0.0,2.3870906139597062e-6
56,Trem2,4.466169901321568,0.0,2.3870906139597062e-6
56,Adgre1,5.5135908059311864,0.0,2.3870906139597062e-6
56,Gm4951,5.225383328887827,0.0,2.3870906139597062e-6
56,Csf1r,5.305068819546447,0.0,2.3870906139597062e-6
56,Ms4a7,8.157498750653486,0.0,2.3870906139597062e-6
56,Ms4a4a,8.112908599629415,0.0,2.3870906139597062e-6
56,Ms4a6c,6.516228974857912,0.0,2.3870906139597062e-6
56,Ms4a6d,7.19962023282275,0.0,2.3870906139597062e-6
56,Lbx1,Infinity,0.0,2.3870906139597062e-6
56,Cx3cr1,2.794109735222492,2.220446049250313e-16,4.7741812279194125e-6
56,Smagp,4.629057001703939,3.3306690738754696e-16,7.161271841879118e-6
56,Lyn,4.697363992010173,4.440892098500626e-16,9.548362455838825e-6
56,Hck,5.319954116814356,5.551115123125783e-16,1.193545306979853e-5
56,Igf1,3.2957726567792256,6.661338147750939e-16,1.4322543683758236e-5
56,Gm26714,6.771871681794348,8.881784197001252e-16,1.6709634297717942e-5
56,Naip2,6.489978248709239,8.881784197001252e-16,1.6709634297717942e-5
56,Gm5086,6.508837275960557,9.992007221626409e-16,1.909672491167765e-5
56,Gpr160,6.282189684506299,1.1102230246251565e-15,2.1483815525637355e-5
56,Clec4n,3.4124688814883233,1.1102230246251565e-15,2.1483815525637355e-5
56,Hmox1,4.790358299896204,3.552713678800501e-15,2.387090613959706e-5
56,Cyth4,3.574104411528363,9.658940314238862e-15,2.6257996753556767e-5
56,Stard8,4.772108986678655,1.0325074129013956e-14,2.864508736751647e-5
56,Cd83,4.180805421704412,1.7763568394002505e-14,3.103217798147618e-5
57,Alkal1,Infinity,0.0,2.3870906139597062e-6
57,Trpa1,6.99874711668992,0.0,2.3870906139597062e-6
57,Neurl3,5.522766276970005,0.0,2.3870906139597062e-6
57,Il1r2,4.131856594537726,0.0,2.3870906139597062e-6
57,Il18rap,8.870590765199237,0.0,2.3870906139597062e-6
57,1700019A02Rik,Infinity,0.0,2.3870906139597062e-6
57,Gm4208,Infinity,0.0,2.3870906139597062e-6
57,A530032D15Rik,9.261781522523712,0.0,2.3870906139597062e-6
57,A530040E14Rik,6.676819021802556,0.0,2.3870906139597062e-6
57,Gm28884,Infinity,0.0,2.3870906139597062e-6
57,Gm16341,6.77635469535347,0.0,2.3870906139597062e-6
57,Rgs1,5.713900226926349,0.0,2.3870906139597062e-6
57,Fasl,6.062472714300305,0.0,2.3870906139597062e-6
57,Xcl1,12.162493543203109,0.0,2.3870906139597062e-6
57,Sh2d1b1,5.546620298675854,0.0,2.3870906139597062e-6
57,Fcer1g,5.459755848907713,0.0,2.3870906139597062e-6
57,Cd244,7.94812104361995,0.0,2.3870906139597062e-6
57,Slamf7,10.069136444581316,0.0,2.3870906139597062e-6
57,Fut7,8.69176936326853,0.0,2.3870906139597062e-6
57,Gm13539,6.583709617411075,0.0,2.3870906139597062e-6
57,Qrfp,5.11882356868167,0.0,2.3870906139597062e-6
57,Gm14139,Infinity,0.0,2.3870906139597062e-6
57,Cst7,6.015930128363274,0.0,2.3870906139597062e-6
57,Bpifb3,Infinity,0.0,2.3870906139597062e-6
57,Cxcr3,7.846744023244868,0.0,2.3870906139597062e-6
57,Tmsb15a,Infinity,0.0,2.3870906139597062e-6
57,Tnfsf10,5.330732982383193,0.0,2.3870906139597062e-6
57,Gm5103,6.7536346188533845,0.0,2.3870906139597062e-6
57,Gpr171,4.70954937265384,0.0,2.3870906139597062e-6
57,Gm38326,Infinity,0.0,2.3870906139597062e-6
57,Ctss,4.1980193416479334,0.0,2.3870906139597062e-6
57,Gm16253,Infinity,0.0,2.3870906139597062e-6
57,Cd160,6.975647167003574,0.0,2.3870906139597062e-6
57,Gm5547,7.381876640232428,0.0,2.3870906139597062e-6
57,Gm16213,8.261781522523714,0.0,2.3870906139597062e-6
57,Ccdc180,8.821653042282037,0.0,2.3870906139597062e-6
57,Coro2a,4.866334114676182,0.0,2.3870906139597062e-6
57,Gm11209,7.261781522523713,0.0,2.3870906139597062e-6
57,Gm13274,6.524815928357508,0.0,2.3870906139597062e-6
57,Tnfrsf18,5.618427741072874,0.0,2.3870906139597062e-6
57,Gm10482,Infinity,0.0,2.3870906139597062e-6
57,Gm8879,Infinity,0.0,2.3870906139597062e-6
57,Gm32554,10.846744023244868,0.0,2.3870906139597062e-6
57,Speer1,Infinity,0.0,2.3870906139597062e-6
57,4930437M23Rik,Infinity,0.0,2.3870906139597062e-6
57,Gm5129,8.846744023244868,0.0,2.3870906139597062e-6
57,Clnk,9.749047349357735,0.0,2.3870906139597062e-6
57,C330018A13Rik,5.431706523966022,0.0,2.3870906139597062e-6
57,Gm2479,5.7878503341913,0.0,2.3870906139597062e-6
57,Lat2,4.64079137943817,0.0,2.3870906139597062e-6
57,Flt3,7.394231818547364,0.0,2.3870906139597062e-6
57,Gimap4,5.443762884230556,0.0,2.3870906139597062e-6
57,Gimap7,4.9273624834531535,0.0,2.3870906139597062e-6
57,Gimap3,9.846744023244868,0.0,2.3870906139597062e-6
57,Hoxa7,7.965388519743488,0.0,2.3870906139597062e-6
57,Clec4d,3.7552456687593723,0.0,2.3870906139597062e-6
57,Klrb1a,Infinity,0.0,2.3870906139597062e-6
57,Klrb1,Infinity,0.0,2.3870906139597062e-6
57,Klrb1c,Infinity,0.0,2.3870906139597062e-6
57,Klrb1b,Infinity,0.0,2.3870906139597062e-6
57,Klrb1f,5.6768190218025545,0.0,2.3870906139597062e-6
57,Clec2e,Infinity,0.0,2.3870906139597062e-6
57,Klre1,Infinity,0.0,2.3870906139597062e-6
57,Klrd1,Infinity,0.0,2.3870906139597062e-6
57,Klrk1,10.601631525408338,0.0,2.3870906139597062e-6
57,Klrc2,Infinity,0.0,2.3870906139597062e-6
57,Klrc1,Infinity,0.0,2.3870906139597062e-6
57,Klra5,11.846744023244868,0.0,2.3870906139597062e-6
57,Gucy2c,6.766573674560884,0.0,2.3870906139597062e-6
57,Ncr1,Infinity,0.0,2.3870906139597062e-6
57,Pglyrp1,4.387484986106776,0.0,2.3870906139597062e-6
57,Dmrtc2,9.753634618853388,0.0,2.3870906139597062e-6
57,Nccrp1,3.6431513090371612,0.0,2.3870906139597062e-6
57,Tyrobp,5.844215935493595,0.0,2.3870906139597062e-6
57,Ffar2,5.293463598965999,0.0,2.3870906139597062e-6
57,Nkg7,6.091639455550222,0.0,2.3870906139597062e-6
57,Cd33,4.759281181994529,0.0,2.3870906139597062e-6
57,Klk1b27,Infinity,0.0,2.3870906139597062e-6
57,Klk1,Infinity,0.0,2.3870906139597062e-6
57,Napsa,5.330263253785405,0.0,2.3870906139597062e-6
57,Gm31479,7.846744023244869,0.0,2.3870906139597062e-6
57,Dbx1,7.109778429078664,0.0,2.3870906139597062e-6
57,Hbb-y,Infinity,0.0,2.3870906139597062e-6
57,Apobr,5.553962274017022,0.0,2.3870906139597062e-6
57,Itgax,7.454426600466108,0.0,2.3870906139597062e-6
57,Gm39091,Infinity,0.0,2.3870906139597062e-6
57,Ifitm1,7.947171831449587,0.0,2.3870906139597062e-6
57,Gna15,5.584237014617052,0.0,2.3870906139597062e-6
57,Glipr1,5.3010396107860815,0.0,2.3870906139597062e-6
57,D630029K05Rik,6.4317065239660245,0.0,2.3870906139597062e-6
57,9230105E05Rik,6.431706523966026,0.0,2.3870906139597062e-6
57,4930471E19Rik,7.524815928357508,0.0,2.3870906139597062e-6
57,Slc39a5,8.806102038747524,0.0,2.3870906139597062e-6
